bestimbten	bestimmt
Hülffsleistung	Hülffsleistung
lächelnd	lächelnd
Berueffs	Berueffs
Ingleichen	Ingleichen
bezeichnen	bezeichnen
Ja-Herr	Ja-Herr
erbaueten	erbaueten
Rechen	Rechen
Toben	Toben
heurathet	heiraten
Glückliche	Glückliche
Charite	Charite
31.	@ord@
Herzens-Pedrillo	Herzens-Pedrillo
Auß-ländischer	ausländisch
erklähren	erklären
Dobra	Dobra
Luckeser	Luckeser
Weinbergen	Weinberg
Lublin	Lublin
Wuchern	Wuchern
Freind-	Freind-
ausarbeiten	ausarbeiten
Exceptiones	Exceptiones
komb	kommen
heyßt	heißen
Philosophiam	Philosophiam
verreist	verreist
Land-Richtern	Land-Richtern
Liebesgott	Liebesgott
abgewogenen	abgewogenen
Gifft	Gift
Vaterlandserde	Vaterlandserde
vbriger	vbriger
Aristophanes	Aristophanes
5.	@ord@
Frewden	Freude
Descendenten	Deszendenten
Hm	Hm
fleiæig	fleiaeig
Millonen	Millonen
Catalogi	Catalogi
Behalter	Behalter
Erdrinde	Erdrinde
gebirge	Gebirge
wehr	wehr
Romanen	Roman
räth	raten
genauern	genau
Kleid	Kleid
Kauffleut-Compagnie	Kauffleut-Compagnie
obstinaten	obstinaten
gewinnenden	gewinnenden
Uberthan	Uberthan
Angreiffer	Angreifer
AOB	AOB
Schweiget	Schweiget
Mortang	Mortang
Kretschmann	Kretschman
haltest	haltest
tractieret	traktieren
verstöhrt	verstört
Hiedurch	hierdurch
Aermel	Ärmel
blühenden	blühend
annemlich	anämlich
neuerer	neu
gesamt	gesamt
Rittern	Rittern
eintreiben	eintreiben
Marchese	Marchese
Richt-Schnur	Richt-Schnur
Schicksalen	Schicksalen
Tagbuch	Tagbuch
jemals	jemals
Ziehungs-Tag	Ziehungs-Tag
Egidi-Marckt	Egidi-Marckt
unmäßiges	unmäßiges
Land-Recht	Land-Recht
lud	laden
Wollüstlinge	Wollüstlinge
heil'gen	heilig
folgendes	folgend
vereinigen	vereinigen
Gegen-Lauff	Gegenlauf
Retirirt	Retirirt
wahrlich	wahrlich
irländischen	irländischen
entsetzlich	und
gesiegelter	gesiegelter
neusten	neu
frömmlende	frömmlende
ausgetretenen	ausgetreten
schœnste	schön
Beichtvater	Beichtvater
gelang	gelingen
Soviel	soviel
Dedication	Dedikation
Purganti	Purganti
WIE	wie
Reise-Gefehrten	Reise-Gefehrten
beschnitten	beschneiden
Wehlen	Wehlen
Fallendungen	Fallendungen
ausbrechen	ausbrechen
entzweireißet	entzweireißet
erfüllst	erfüllst
obtemperavit	obtemperavit
Gegenwärtigen	Gegenwärtigen
Seelen-Kranckheiten	Seelen-Kranckheiten
nunmehrige	nunmehrig
angeschaut	angeschaut
Fürstl	fürstlich
Dollmetschung	Dolmetschung
sauffest	sauffest
1000	@card@
abfliesset	abfließet
Heil	Heil
oltraggiato	oltraggiato
theilete	teilen
gegangene	gegangen
dò	da
Gotha	Gotha
väterlichen	väterlich
Getraidegattungen	Getraidegattungen
geflucht	geflucht
Milderung	Milderung
aüssersten	aüssersten
Anitzo	anjetzt
schlim̄e	schlimme
Rohrau	Rohrau
Jän	Januar
unförmlich	unförmlich
vergesse	vergessen
greuliche	greuliche
20.	@ord@
trinkt	trinkt
Läufften	Läufften
Jura	Jura
Abendröthe	Abendröte
Haus-Kunst-	Haus-Kunst-
Gedults-Stille	Geduldstiele
Summarischer	Summarischer
überheise	überheise
Bawren	Bauer
habst	happst
Ober-Haus	Ober-Haus
Wollens	wollen
Hochverraths	Hochverrat
Gerichte	Gericht
unzuläßigen	unzulässig
redenswerth	redenswert
auffrührig	auffrührig
publiciret	publiciret
bisweilen	bisweilen
übersteht	übersteht
Valvasor	Valvasor
Gubernatores	Gubernatores
befrage	befrage
Schätzen	Schatz
vnterschrieben	unterschreiben
Vormittags	vormittags
Nachen	Nachen
Beinahe	beinahe
Treuen	Treuen
Unverweßliche	unverwesliche
Weidenschößling	Weidenschößling
Fleisses	Fleiß
Muse	Muse
Memorial	Memorial
Schöpfgelten	Schöpfgelten
Uhrsach	Uhrsach
Chymisch	Chymisch
boßhaffte	boshafte
Erinere	Erinere
Zahlung	Zahlung
angetastet	antasten
deutscher	deutsch
erschweren	erschweren
Kraus	Kraus
Applanirung	Applanirung
Wasser-Ströhmen	Wasser-Ströhmen
Kriegs-Commissarien	Kriegs-Commissarien
Waldsteinen	Waldsteinen
Semmeln	Semmeln
offenbahrte	offenbaren
Erden-Ehren	Erden-Ehren
Salat-Stauden	Salat-Stauden
rathet	ratet
GORDONS	Gordons
trocknere	trocknere
daniederschlagen	darniederschlagen
Pförtgen	Pförtgen
Successore	Successore
Aufwart-Mägden	Aufwart-Mägden
Frieden-Schluß	Frieden-Schluß
ordinar	ordinar
jedermanns	jedermanns
Naturalien	Naturalie
iemals	jemals
Schmuk	Schmuck
weihen	weihen
Außspruch	Ausbruch
Kleinen	kleine
Soliloqv.	Soliloqv.
erbar	ehrbar
Aviso	Aviso
47.	@ord@
Barbier-Jung	Barbier-Jung
Cassiopia	Cassiopia
brachten	bringen
Entfernet	Entfernet
vorgesehen	vorsehen
Blůmen	Blume
geschämet	geschämt
voce	voce
commisi	commisi
XXVI	XXVI
reinstimmig	reinstimmig
Rennt-Aemtern	Rentämtern
Darmstatt	Darmstatt
himmelschreiende	himmelschreiend
esten	Ast
äuffnen	äufnen
Caroro	Caroro
Cachexie	Cachexi
Greßlichkeit	Gräßlichkeit
frühesten	früh
Goslinga	Goslinga
Begriff	Begriff
Inventiones	Inventiones
Brunnennymphe	Brunnennymphe
verborgne	verborgen
Wollend	Wollend
Straßburg	Straßburg
Caracci	Carracci
Verwendung	Verwendung
Schier	Schier
hergeschickt	herschicken
Zanken	Zanken
vomitum	vomitum
Siegel	Siegel
segnete	segnen
Titulo	Titulo
zerreissen	zerreißen
theur	teuer
Kreaturen	Kreatur
Haußwirte	Haußwirte
freundschafft	Freundschaft
capita	vestra
X.	10
Reiser	Reiser
Puls-Schlag	Puls-Schlag
mondo	mondo
Cirus	Cirus
list	lesen
brennenden	brennend
Raach-Begiere	Raach-Begiere
arte	arten
Verseumen	versäumen
vortreffliche	vortrefflich
effect	Effekt
solt	sollen
Protokolls	Protokoll
urspringlich	urspringlich
Rosenduft	Rosenduft
Zurucklassung	Zurucklassung
Chigi	Chigi
Taback	Tabak
rum	rum
NVLLI	NVLLI
zarten	zart
Raute	Raute
verloschen	verloschen
Kühlfäßlein	Kühlfäßlein
Leidensschwachheiten	Leidensschwachheiten
aufgewachten	aufgewachten
Brettgens	Brettgens
Arzendgan	Arzendgan
Lösegeld	Lösegeld
ICh	ich
Zeichens	Zeichen
ungebautes	ungebautes
immer	immer
Dreck	Dreck
verwies	verweisen
Pest	Pest
Geyer	Geier
Geduncken	Geduncken
Abheischung	Abheischung
Ahnenprobe	Ahnenprobe
nachgeahmter	nachgeahmter
JEsum	Jesus
kräuseln	kräuseln
1790.	@ord@
angehengtem	angehängtem
Wänden	Wand
getrosten	getrosten
edelgesinnte	edelgesinnte
loben	loben
Hukelum	Hukelum
Sardanapalus	Sardanapalus
erbarmt	erbarmt
Mundes	Mund
geniessest	genießest
zauberische	zauberische
abgeholffen	abgeholfen
einschleichet	einschleichet
bewog	bewegen
ortum	ortum
Arzt	Arzt
Unlängsten	Unlängsten
vermuten	vermuten
Wacholder-Brandtewein	Wacholder-Brandtewein
Landboten	Landboten
wimmelte	wimmelte
Deinse	Deinse
Hirn	Hirn
solln	Solln
Extract	Extrakt
Hochlöbliche	hochlöblich
Irländisch	Irländisch
Disposition	Disposition
großmächtigsten	großmächtigsten
demnächstens	demnächstens
audace	audace
gearbeitet	arbeiten
genau	genau
Erlauben	erlauben
Gassendus	Gassendus
allhie	allhier
Krankheyten	Krankheit
höchst-beliebten	höchstbeliebten
Gehirn	Gehirn
vmbzäunt	vmbzäunt
Drangsalen	Drangsalen
32.	@ord@
gegrabene	gegraben
Hutgriffspitze	Hutgriffspitze
erzeuget	erzeugen
erhartete	erhartete
übergegossene	übergegossene
Germanica	Germanica
lassen	lassen
zubricht	zubricht
Schneebergen	Schneebergen
westphälische	westfälisch
krauses	krauses
Bützau	Bützow
Ziegel	Ziegel
hiesse	heißen
altadelichem	altadelichem
geb	geb
Hoch-Fürstlichen	Hoch-Fürstlichen
woll	woll
employrt	employrt
Clavi	Clavi
provisionaliter	provisionaliter
Schwenk-Schießen	Schwenk-Schießen
rettete	retten
Warest	sein
allhiesig	allhiesig
Himmel	Himmel
anerbothe	anerbothe
erlebte	erleben
Pabsts	Papst
hoffärtigen	hoffärtigen
Andertens	Andertens
Wisstie	Wisti
Brissac	Briessack
rarsten	rarsten
ausgepreßten	ausgepreßt
anspornen	anspornen
fleißigerm	fleißigerm
gewaget	wagen
Retrenschement	Retrenschement
einkommenden	einkommenden
Equivalent	Äquivalent
schwartzes	schwarz
hinfür	hinfür
verhungern	verhungern
wor-	Worr
feldschlacht	Feldschlacht
Schwures	Schwures
durchsichtiger	durchsichtiger
zinßbaren	zinsbaren
Donnerstags	donnerstags
Auflag	Auflage
Röhrschüsse	Röhrschüsse
Zwölffte	zwölft
Angriff	Angriff
ernennet	ernennen
Rotz	Rotz
gerathen	geraten
aufsuchen	aufsuchen
Antinous-Gestalten	Antinous-Gestalten
Friderichs	Friderichs
Universali	Universali
augures	Augurrees
vatikanischen	vatikanisch
mechanischen	mechanischen
Schale	Schale
Erzeige	Erzeige
Nuzungen	Nutzungen
durchschneidet	durchschneiden
Nachteule	Nachteule
habillez	habillez
gestellete	gestellt
wesentlich	wesentlich
weilen	weil
verkauften	verkauft
herbergen	herbergen
regierende	regierend
Vermählung	Vermählung
Cellarii	Cellarii
Höchst	hoch
stell	stell
Versammlungen	Versammlung
kniend	kniend
dawider	dawider
huldigten	huldigen
unterwiesen	unterwiesen
reissen	reißen
divinam	divinam
Gaudent	Gaudent
bekümmernd	bekümmernd
tuncklichten	tuncklichten
Verstummeste	Verstummeste
Thüringen	Thüringen
Todschläg	Todschleck
Merkst	Merkst
ankommenden	Welt-Richters
Wize	Witze
wolstehen	wolstehen
Pfaden	Pfaden
vollestes	vollestes
Fixitæt	Fixitaet
Zupussen	Zupussen
bemühte	bemühen
Einwohnern	Einwohner
Landmannes	Landmannes
Gewächs	Gewächs
Zollen	Zollen
unvermengt	unvermengt
Mitbruder	Mitbruder
Bringt	bringen
Wiederruf	Widerruf
Höfflichkeit	Höflichkeit
Scharfsichtigkeit	Scharfsichtigkeit
dräuet	dräuet
hellem	hellem
schwerern	schwer
Sollte	sollen
verwundert	verwundern
Umbstände	Umstand
zeiget	zeigen
Winterquartier	Winterquartier
vorsichtig	vorsichtig
propositionis	propositionis
General-Feldmarschall	General-Feldmarschall
Privatlandwirths	Privatlandwirths
Archivrath	Archivrad
diebus	diebus
heyrahtet	heiraten
Schutzbedürftigkeit	Schutzbedürftigkeit
kühlenden	kühlenden
unschuldiges	unschuldiges
Gleichsam	gleichsam
Bi-	bi
angebohrner	angeboren
Nachsuchungen	Nachsuchungen
Epidemicus	Epidemicus
spührete	spüren
töpffern	töpffern
1664.	@ord@
analytisch	analytisch
Schmerzen	Schmerz
Glückwünschungs	Glückwünschungs
improvvisiren	improvisieren
abhanget	abhanget
holde	holde
beziehet	beziehen
tollas	tollas
disputirt	disputiert
Nebenbetrachtungen	Nebenbetrachtungen
Conservami	Conservami
Saumseeligkeit	Saumseeligkeit
Paket	Paket
bestraffung	Bestrafung
Tropfen	Tropfen
innliegenden	inliegend
Damaskus	Damaskus
gegenwahrt	Gegenwart
castitate	castitate
Psalmen	Psalm
beschied	bescheiden
gedenck	gedenck
behüte	behüte
Symbolo	ein
selectis	selectis
Vermächtnisse	Vermächtnisse
beynahe	beinahe
Gewissens-Freyheit	Gewissensfreiheit
wandre	wandre
erit	in
Munizipalität	Munizipalität
entbrenne	entbrenne
Bachus-Brüder	Bachus-Brüder
Unterroke	Unterrocke
Wasserstuben	Wasserstuben
mittheilt	mitteilen
ohnschädlich	ohnschädlich
Friederica	Friderica
widerlegt	widerlegen
ohngerechnet	ohngerechnet
zerfressen	zerfressen
Igridi	Igridi
einzuschicken	einzuschicken
Guntersblum	Guntersblum
Gleichmäßige	Gleichmäßige
eingegebenen	eingegebenen
begehet	begehen
wahrgenom̄en	wahrnehmen
führnehmen	fürnehmen
weitläufftige	weitläufftige
Himmelsstriches	Himmelsstriches
Wart	Wart
neundten	neunten
Testamentssiegel	Testamentssiegel
Jndessen	indessen
Harn-Propheten	Harn-Propheten
schwenkte	schwenkte
Labung	Labung
zumahlen	zumal
Versprechungen	Versprechung
Mechanischen	Mechanischen
Wurstfresser	Wurstfresser
Bäncke	Bank
Schwelgen	Schwelgen
excomuniciren	excomuniciren
Froher	froh
tiefen	tief
Tempi	Tempi
Besezfische	Besezfische
reibt	reiben
Creutze	Kreuz
Pönal	Pönal
geubet	üben
vereiniget	vereinigen
ichtwz	ichtwas
Gebethe	Gebet
Verfolger	Verfolger
Löwens	Löwens
Reyhe	Reihe
achtzehnten	achtzehnten
verlässest	verlässest
Ipse	lignum
armer	arm
Chimist	Chimist
minderer	minder
Sinken	Sinken
zimlicher	ziemlich
Ritterthum	Rittertum
Kaiserstochter	Kaiserstochter
Büttner	Büttner
Glasgow	Glasgow
Blutfarbe	Blutfarbe
fügend	fügend
Nachstellung	Nachstellung
Gutfindung	Gutfindung
unveränderlicher	unveränderlicher
Mitgabe	Mitgabe
Gedecken	Gedecken
entkommen	entkommen
Schrecken-	Schreck
Gemeinschafft	Gemeinschaft
Volgelhütten	Volgelhütten
hinunterfahren	hinunterfahren
Lebhaftigkeit	Lebhaftigkeit
Stillschweigen	Stillschweigen
XXXVII	37
aufzuschieben	aufschieben
heraussen	heraußen
umbscheiffe	umbscheiffe
Verwaltungsausschusses	Verwaltungsausschusses
angenehmere	angenehmere
verkriechen	verkriechen
Abgwichen	Abgwichen
abgehandlet	abhandeln
Baterolle	Baterolle
Abscheydung	Abscheidung
Besitzere	Besitzer
Schattierung	Schattierung
vielfältig	vielfältig
beyn	Bein
hergebrachten	hergebracht
beständigen	beständig
Fuhrmann	Fuhrmann
144.	@ord@
Mensch	Mensch
accipit	accipit
Gallionen	Gallionen
auswärtige	auswärtig
Tylkowsky	Tylkowsky
züchtig	züchtig
befestige	befestige
Krieges-Herr	Krieges-Herr
Gräber	Grab
aufgetheilt	aufteilen
Lands-Ordnung	Lands-Ordnung
Secretis	Secretis
Dragonern	Dragonern
Simoni	Simoni
Sturm-Winden	Sturm-Winden
Lort	Lord
irgend	irgend
ʒj	ßj
Religio	Religio
arbeitsamben	arbeitsamen
Abtheilung	Abteilung
Unwürden	Unwürden
auszeichnete	auszeichnete
erhabenes	erhabenes
Gattungen	Gattung
Leibguardie	Leibguardie
geringrer	geringrer
liederliche	liederliche
Werckleins	Werklein
lasterhaft	lasterhaft
Eyver	Eifer
Krüll-Erbsen	Krüll-Erbsen
Chymische	Chymische
hoch-adelichen	hoch-adelichen
ohnverhofft	ohnverhofft
groll	groll
opffern	opfern
berichtigt	berichtigt
umbringet	umbringet
aufgeblühte	aufgeblühte
Lybia	Lybia
separire	separiere
woferr	woferr
Gemainschafft	Gemeinschaft
Anged.	Anged.
Lutheri	Lutheri
legierte	legierte
alamodische	alamodische
stetem	stetem
Wohehr	woher
trostlosen	trostlosen
unerwartet	unerwartet
habhafft	habhaft
hohlgedrehete	hohlgedrehete
bieget	bieget
vermehre	vermehren
Provisten	Proffisten
derivationem	derivationem
Klar	klar
Gaukeley	Gaukelei
Spuhren	Spur
Marmor	Marmor
10.11.12.1.2.3.4	@card@
holes	hohles
underschieden	unterscheiden
Bonchain	Bonchain
Zeugs	Zeugs
Geschwader	Geschwader
erstem	erster
Ziel	Ziel
verstellen	verstellen
Adergewebe	Adergewebe
angestellten	angestellt
operibus	operibus
Venetianische	Venetianische
ersehene	Creutz-Zeichen
unveränderlich	unveränderlich
Blutt-fettes	Blutt-fettes
Hibernien	Hibernien
Capitolium	Capitolium
publicis	publicis
domesticum	domesticum
besflisse	Bässfließe
Haar-Nadeln	Haar-Nadeln
aufschwillt	aufschwillt
1580.	@ord@
disgousto	disgousto
Lebensdiäten	Lebensdiäten
Vngelük	Vngelük
Schiffs-Volck	Schiffs-Volck
Ungewohnheit	Ungewohnheit
Abwandelungen	Abwandelungen
georgische	georgisch
Mögen	Mögen
Joche	Joche
solche	solch
Ermatten	Ermatten
Verhängniß	Verhängnis
Murrens	Murrens
stetswehrender	stetswehrender
Gschwind	Gschwind
zumalen	zumal
Policey-Wesens	Polizeiwesen
verrenkt	verrenkt
betrieget	betrieget
Zopfdukaten	Zopfdukaten
Dollmätschen	dolmetschen
Gehöltz	Gehölz
Pansfeld	Pansfeld
Bedarf	Bedarf
eiverleibt	eiverleibt
1118.	@ord@
nähert	nähern
Zehrpfennig	Zehrpfennig
Practicken	Praktik
aufgeputzet	aufgeputzt
allzugroße	allzugroße
überallhin	überallhin
Junge-Magd	Junge-Magd
innwendige	inwendige
erwildet	erwildet
ernsten	ernst
überbringen	überbringen
soche	soche
Bestimmtes	bestimmt
Allegiance	Allegiance
niederbringen	niederbringen
schlüge	schlüge
Kostbarkeiten	Kostbarkeit
Breda	Breda
Nacht-Dieben	Nacht-Dieben
Melonenkerne	Melonenkerne
Feldzug	Feldzug
Feuersetzens	Feuersetzens
verliehene	verliehen
Uhren	Uhr
Bußwirckung	Bußwirckung
Schlacht-Opffer	Schlacht-Opffer
Product	Produkt
gleicht	gleichen
wohlgemuth	wohlgemut
Gilliart	Giliard
zugethane	zugetan
Duplicat	Duplikat
Livres	Liffrés
bevorstehe	bevorstehen
Criticken	Kritik
Geschrey	Geschrei
ausgezischet	ausgezischt
Muscaten	Muscaten
Begehr	Begehr
rastete	rastete
hervorzubringen	hervorzubringen
Schilderungen	Schilderung
irrte	irren
einzupflantzen	einpflanzen
vorgeben	vorgeben
Rechter	recht
gnugsamb	gnugsamb
Genuesern	Genuesern
Pacht-Weise	Pacht-Weise
allereigentlichste	allereigentlichste
habt	haben
Ertz-Bube	Ertz-Bube
kirschen	Kirsche
Saltz-Klumpe	Saltz-Klumpe
enziehn	entziehen
gezwungene	gezwungene
trösteten	trösten
affetto	affetto
dermahleins	dermahleins
specie	specie
130.	@ord@
dunkelrothe	dunkelrot
gefallen	fallen
Groß-Britan̄ien	Großbritannien
dünnes	dünnes
gieße	gieße
Centnern	Zentner
geborget	borgen
Keckermannus	Keckermannus
preiswürdigste	preiswürdigste
andre	ander
Torricel.	Torricellianisch
Kupferplatten	Kupferplatten
heil	heil
ausgesezte	ausgesetzt
Contumatien	Contumatien
unzugängbahre	unzugängbahre
Jüdland	Jüdland
Angst-bedrängten	Angst-bedrängten
Steh	Steh
Geographi	Geographie
Fleckfieber	Fleckfieber
einfolglich	einfolglich
EInem	ein
expressè	Expreß
Strasser	Strasser
inficirt	inficirt
Wachs	Wachs
entblösset	entblößet
Spree	Spree
An!	an
Steuer-Ausschreiben	Steuer-Ausschreiben
vnehrlich	vnehrlich
linker	linker
Alamtege	Alamtege
humorum	humorum
Unbeqvemlichkeit	Unbeqvemlichkeit
geneiget	geneigt
übertretung	Übertretung
nachgehendtß	nachgehendtß
Satz-	Satz
Boreali	Boreali
Nohtfall	Notfall
ungenennet	ungenennet
deutet	deuten
1600	@card@
Fluthen	Flut
niedergeschrieben	niedergeschrieben
ladet	ladet
Antrib	Antrieb
Schlosses	Schloß
Posaun	Posaun
Mahumedaner	Mahumedaner
Hoff-Rath	Hofrat
videretur	videretur
erbärmlich	erbärmlich
beato	beato
Waarenlager	Warenlager
ehehestand	ehehestand
vernünftiger	vernünftig
Malaga	Malaga
Lehrjungen	Lehrjungen
aufzeichnē	aufzeichne
Bartolus	Bartolus
aufn	aufn
Portion	Portion
Schif	Schiff
Erretten	Erretten
Schmiedekohlen	Schmiedekohlen
Juwelen	Juwelen
schmierichten	schmierig
erkünd	erkühnt
wohlbehalten	wohlbehalten
Gemelte	gemeldet
abgelecket	abgeleckt
Candidaten	Kandidat
aufgesagt	aufgesagt
versicheret	versichern
Postiment	Postiment
Voraussetzung	Voraussetzung
setze	setzen
29	@card@
höchlich	höchlich
Aemilius	Aemilius
beschriebenen	beschrieben
Siamp.	Siamp.
Kapitän-Pascha	Kapitän-Pascha
außeinander	auseinander
Straffe	Strafe
feiert	feiern
berichtete	berichten
Schlange	Schlange
Danksagung	Danksagung
segnet	segnen
ruck	ruck
zwüschen	zwischen
Schiff	Schiff
Erträgligkeit	Erträglichkeit
Fewrwerck	Fewrwerck
organe	Organ
überladet	überladet
Rund	rund
Hats	Hats
montis	montis
Placentz	Placentz
Religionsfriedens	Religionsfriedens
erleben	erleben
Radii	Radi
Inhabilitaet	Inhabilitaet
Evangelisch-Lutherischen	evangelisch-lutherisch
Appellat	Appellat
Seelen-Mörderin	Seelen-Mörderin
oval	oval
Zuruffung	Zurufung
Kleinigkeit	Kleinigkeit
hievon	hiervon
bestrittenen	bestritten
Gebieten	Gebiet
Possen-Allee	Possen-Allee
unüberwindlicher	unüberwindlich
Gegenanstalten	Gegenanstalten
Requisitis	Requisitis
übergelegt	übergelegt
abgegebenen	abgegeben
genahet	genaht
beruffe	Beruf
UNsers	unser
überwiesen	überweisen
Lehnträgers	Lehnträgers
Schichtmeisters	Schichtmeister
Stiefbrüdern	Stiefbruder
5760000	@card@
bezweifeln	bezweifeln
begünstigte	begünstigen
versanck	versank
dürren	dürr
Scheersenbrunn	Scheersenbrunn
drittenmale	dritten_Male
angestrichen	angestrichen
Gemüht	Gemüht
Gelustet	Gelustet
1532.	@ord@
Schwermuth	Schwermut
unedeln	unedlen
Häusser	Haeusser
Galgen	Galgen
fürnehmlich	fürnehmlich
befährt	befährt
Unterschrift	Unterschrift
Phænomenon	Phaenomenon
zurückgebracht	zurückbringen
niedergerissen	niedergerissen
Himmels-Götter	/
hinfort	hinfort
grassirende	grassierende
Curt	Curt
Fäulung	Fäulung
lau	lau
Tetrachorden	Tetrachorden
zerlegen	zerlegen
unaußsprechlicher	unaussprechlicher
entdeckten	entdecken
Jubilirens	Jubilierens
debarquiren	debarquiren
Trieb	Trieb
ChurPfältzischer	ChurPfältzischer
WEder	weder
bereuten	bereuten
Hurer	Hurer
Assentius	Assentius
lebt	leben
BLUT	Blut
prüfen	prüfen
dehme	Damm
erschröcket	erschröcket
Lampurdan	Lampurdan
erstreckte	erstrecken
Sachen	Sache
einzeln	einzeln
unbeträngt	unbedrängt
Kirchen-Verfassung	Kirchen-Verfassung
Verheissungen	Verheißung
eingestehen	eingestehen
Immittelst	Immittelst
angepackt	anpacken
einfall	Einfall
schlükte	schlükte
Glücks-Töpffers	Glücks-Töpffers
Vernünftiger	Vernünftiger
Mütterlichen	Mütterlichen
Kehle	Kehle
nachgeahmet	nachahmen
wiß	wiß
eifriger	eifriger
Bueß-Werck	Bueß-Werck
belehnet	belehnet
beschwerlich-	beschwerlich
eingebüst	einbüßen
Haupt-Ubel	Haupthubbel
eifferigst	eifferigst
geräumig	geräumig
Herzens-Aenderung	Herzens-Aenderung
69	@card@
beschriebene	beschreiben
Zeugnussen	einholen
Kriegsschiffen	Kriegsschiff
Herrlich	Herrlich
Begünstigungen	Begünstigung
zeitigen	zeitigen
Sonnenblumen	Sonnenblumen
ehren	ehren
Bürgermeister-Amt	Bürgermeister-Amt
deiner	dein
ferrn	fern
anfänget	anfangen
simpliciter	simpliciter
weden	Weden
Nil-Strohm	Nil-Strohm
Korn	Korn
angelegentlich	angelegentlich
Betrunkenheit	Betrunkenheit
abstraffen	abstrafen
Zugießung	Zugießung
Pantzer-Werck	Pantzer-Werck
Abgesandter	Abgesandte
geheimere	geheimere
seculo	seculo
schwäbischer	schwäbischer
glaub-	glauben
Cavallier	Kavalier
bit	Bit
Modelle	Modell
Auswege	Ausweg
gemischten	gemischt
homicidii	homicidii
Portugißin	Portugißin
Feuer-Eyffer	Feuereifer
Hameln	Hameln
Bisgen	Bißgen
Kling	Kling
Spalten	Spalte
mutation	Mutation
Schloß-Hofe	Schloß-Hofe
reseruirt	reseruirt
ründe	ründe
consideriert	consideriert
Beschwerlichkeiten	Beschwerlichkeiten
Vorausbezahlung	Vorausbezahlung
Octobris	Oktober
feyerlich	feierlich
Woche	Woche
Wallachey	Walachei
gequollen	gequollen
erhabnes	erhabenes
leerer	leer
dieser	dies
Zeig	Zeig
Kutsche	Kutsche
Ausspruch	Ausspruch
kommet	kommen
Amsterdamer	Amsterdamer
Hinterhalte	Hinterhalte
Protectore	Protectore
Träger	Träger
OberEhenheim	OberEhenheim
Distance	Distance
Abschied	Abschied
Walde	Walde
gebührendes	gebührendes
Dielen-Fugen	Dielen-Fugen
Augsb.	Augsb.
Judicij	Judicij
359	@card@
beliebigen	Lust-
nim̄er	nimmer
vobis	Vobis
1596.	@ord@
schmählig	schmählich
Zaun-Wercke	Zaun-Wercke
reuen	reuen
Schlupfflöcher	Schlupfloch
begehrenden	begehrenden
Paryß	Parys
geziehret	zieren
Pflanzensäuren	Pflanzensäure
Plafond	Plafond
Rache	Rache
Weh	Weh
jegliche	jeglicher
immittels	immittels
Dokumente	Dokument
Amtlicher	amtlich
Hauß	Haus
unterworfen	unterwerfen
Ergreifung	Ergreifung
Angesehen	Angesehen
epischer	epischer
Fluth	Flut
Ausgiesung	Ausgiesung
findende	findende
Baurenmarckt	Baurenmarckt
außrauche	ausrauche
tortura	tortura
Reste	Rest
Lotrringen	Lothringen
Fußschemel	Fußschemel
sogleich	sogleich
Herschen	herrschen
Freyen	freie
Fürstliche	fürstlich
Fässel	Fessel
heimlichen	heimlich
beschützet	beschützet
Päbste	Päpste
Artaxerxis	Artaxerxis
temperierung	Temperierung
Schelme	Schelm
Tract.	Tract.
geärgert	ärgern
Grundes	Grundes
Flüchtige	Flüchtige
abzielt	abzielen
gehefftet	geheftet
Bände	Band
Schach	Schach
Usu	Usu
19.	@ord@
Senecæ	Sennecke
überlegen	überlegen
Gnad,	Gnade
Verdachtes	Verdacht
geschwängert	geschwängert
kecken	kecken
währete	währen
ansehlichen	ansehlichen
Klebebier	Klebebier
Nachsetzen	Nachsetzen
Dorf	Dorf
läuffet	laufen
herumführe	herumführe
Mäusdorn	Mäusdorn
Sethi	Sethi
weissagungen	Weissagungen
Ehrentbietigen	Ehrentbietigen
Prinzeßinnen	Prinzessinnen
keusche	keusche
muthlos	mutlos
behutsambiste	behutsambiste
Doctorn	Doctorn
enarmonischen	enarmonischen
distilliren	destillieren
Katze	Katze
Civil-	Zivil-
bitterm	bitterem
brandtweinßman	brandtweinßman
reissenden	reissenden
Berathschlagung	Beratschlagung
hervorflüsset	hervorflüsset
Caransebes	Karánsebes
XVIII	XVIII
ausgelegten	ausgelegt
beyfügen	beifügen
gebawet	bauen
Thiers	Tiers
Alijrten	Alijrten
verfertigt	verfertigen
Eydgnossen	Eydgnossen
Dieweil	dieweil
vermögte	vermögte
Pignatelli	Pignatelli
Kuppeln	kuppeln
drollichte	drollichte
Panquet	Panquet
Samagiten	Samagiten
Brodra	Brodra
Juris	Juris
dela	Dela
Prägekosten	Prägekosten
Augen-schein	Augenschein
zubezahlen	zubezahlen
herausgelassen	herausgelassen
Consumption	Konsumtion
Sümpfe	Sümpfe
durchraufen	durchraufen
boh––	boh--
Tausch	Tausch
Lehr-sätzen	Lehrsatz
Schäffereyen	Schäfereien
Jenjitscheri	Jenjitscheri
Urnen	Urne
düstre	düster
Cigaryis	Cigaryis
verdunkelt	verdunkeln
Ogygis	Ogygis
Saturno	Saturnus
wohlbesetzten	wohlbesetzten
caperent	caperent
würdigte	würdigen
Gefehrten	Gefährte
holzig	holzig
bezahlten	bezahlten
injuriæ	injuriae
vermög	vermögen
Trübs	Trypps
nöthen	Nöte
wette	wetten
